A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,initialized,0,,1533234832089
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,window_resize,0,"[683, 512]",1533234832089
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,15649,off,1533234847738
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,21667,on,1533234869405
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,window_resize,3121,"[1280, 665]",1533234872526
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,21680,off,1533234894206
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533234894206
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,33561,off,1533234927767
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533234927767
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,2471,off,1533234930238
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533234930238
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,12985,off,1533234943223
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533234943223
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,2358,off,1533234945581
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,2,on,1533234945583
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1206,off,1533234946789
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533234946789
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,11168,off,1533234957957
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533234957957
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,6984,off,1533234964941
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533234964941
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,2456,off,1533234967397
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533234967397
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1840,off,1533234969237
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533234969237
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,2967,off,1533234972204
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533234972205
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1648,off,1533234973853
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533234973853
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1056,off,1533234974909
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533234974909
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,3344,off,1533234978253
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533234978254
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1318,off,1533234979572
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533234979573
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,768,off,1533234980341
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533234980341
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,29496,off,1533235009837
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235009837
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,2015,off,1533235011852
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235011852
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,2504,off,1533235014356
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235014356
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,736,off,1533235015092
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235015093
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,398,off,1533235015491
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235015492
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,472,off,1533235015964
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235015964
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1176,off,1533235017140
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235017140
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,3328,off,1533235020468
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235020468
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,6696,off,1533235027164
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235027165
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,822,off,1533235027987
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235027987
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1737,off,1533235029724
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235029724
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,4895,off,1533235034619
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235034619
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,2914,off,1533235037533
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235037534
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,3614,off,1533235041148
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235041148
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1785,off,1533235042933
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235042934
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1518,off,1533235044452
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235044452
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1759,off,1533235046211
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235046211
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,2008,off,1533235048219
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235048220
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1593,off,1533235049813
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235049813
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1206,off,1533235051019
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235051020
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1823,off,1533235052843
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235052843
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1080,off,1533235053923
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235053923
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,2904,off,1533235056827
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235056827
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1168,off,1533235057995
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235057996
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,11639,off,1533235069635
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235069635
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,3640,off,1533235073275
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235073275
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,6624,off,1533235079899
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235079900
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,518,off,1533235080418
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235080419
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1200,off,1533235081619
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235081620
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,662,off,1533235082282
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235082282
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,353,off,1533235082635
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235082635
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,272,off,1533235082907
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235082907
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,801,off,1533235083708
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235083708
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,399,off,1533235084107
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235084108
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,487,off,1533235084595
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235084595
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,432,off,1533235085027
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235085027
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,400,off,1533235085427
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235085427
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,584,off,1533235086011
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235086011
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,432,off,1533235086443
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235086443
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,464,off,1533235086907
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235086907
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,408,off,1533235087315
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235087316
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,431,off,1533235087747
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235087747
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,447,off,1533235088194
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235088195
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1095,off,1533235089290
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235089290
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,857,off,1533235090147
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235090148
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,454,off,1533235090602
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235090602
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,784,off,1533235091386
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235091386
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,801,off,1533235092187
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235092188
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,569,off,1533235092757
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,2,on,1533235092759
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,749,off,1533235093508
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235093508
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,246,off,1533235093754
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235093755
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1047,off,1533235094802
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235094803
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,784,off,1533235095587
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235095587
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,455,off,1533235096042
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235096042
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,435,off,1533235096477
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235096478
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,492,off,1533235096970
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235096970
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,425,off,1533235097395
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235097396
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,798,off,1533235098194
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235098195
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,432,off,1533235098627
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235098627
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,544,off,1533235099171
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235099172
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,936,off,1533235100108
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235100108
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,230,off,1533235100338
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235100339
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,224,off,1533235100563
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235100564
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,278,off,1533235100842
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235100843
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,488,off,1533235101331
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235101332
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,230,off,1533235101562
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235101563
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,216,off,1533235101779
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235101780
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,478,off,1533235102258
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235102259
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,455,off,1533235102714
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235102714
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1050,off,1533235103764
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235103765
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,878,off,1533235104643
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235104643
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,944,off,1533235105587
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235105587
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1560,off,1533235107147
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235107147
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,671,off,1533235107818
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235107818
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,793,off,1533235108611
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1,on,1533235108612
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,438,off,1533235109050
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235109050
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1193,off,1533235110243
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235110243
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,663,off,1533235110906
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235110906
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,776,off,1533235111682
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235111682
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,1360,off,1533235113042
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235113042
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,968,off,1533235114010
A2KSAAQBU5R0F6:3JC6VJ2SABJMCUAH123Q790SVMD5A1,focus,0,on,1533235114010
